SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-12;5;5888;0.7402;1500;1500;0;0;0;0;0;0;0
-11.9;5;5888;0.7402;1496;1500;0;0;0;0;0;0;0
-11.8;5;5888;0.7402;1492;1500;0;0;0;0;0;0;0
-11.7;5;5888;0.7402;1489;1500;0;0;0;0;0;0;0
-11.6;5;5888;0.7402;1485;1500;0;0;0;0;0;0;0
-11.5;5;5888;0.7402;1481;1500;0;0;0;0;0;0;0
-11.4;5;5888;0.7402;1477;1500;0;0;0;0;0;0;0
-11.3;5;5888;0.7402;1473;1500;0;0;0;0;0;0;0
-11.2;5;5888;0.7402;1470;1500;0;0;0;0;0;0;0
-11.1;5;5888;0.7402;1466;1500;0;0;0;0;0;0;0
-11;5;5888;0.7402;1462;1500;0;0;0;0;0;0;0
-10.9;5;5888;0.7402;1458;1500;0;0;0;0;0;0;0
-10.8;5;5888;0.7402;1455;1500;0;0;0;0;0;0;0
-10.7;5;5888;0.7402;1451;1500;0;0;0;0;0;0;0
-10.6;5;5888;0.7402;1447;1500;0;0;0;0;0;0;0
-10.5;5;5888;0.7402;1444;1500;0;0;0;0;0;0;0
-10.4;5;5888;0.7402;1440;1500;0;0;0;0;0;0;0
-10.3;5;5888;0.7402;1436;1500;0;0;0;0;0;0;0
-10.2;5;5888;0.7402;1433;1500;0;0;0;0;0;0;0
-10.1;5;5888;0.7402;1429;1500;0;0;0;0;0;0;0
-10;5;5888;0.7402;1425;1500;0;0;0;0;0;0;0
-9.9;5;5888;0.7402;1422;1500;0;0;0;0;0;0;0
-9.8;5;5888;0.7402;1418;1500;0;0;0;0;0;0;0
-9.7;5;5888;0.7402;1414;1500;0;0;0;0;0;0;0
-9.6;5;5888;0.7402;1411;1500;0;0;0;0;0;0;0
-9.5;5;5888;0.7402;1407;1500;0;0;0;0;0;0;0
-9.4;5;5888;0.7402;1404;1500;0;0;0;0;0;0;0
-9.3;5;5888;0.7402;1400;1500;0;0;0;0;0;0;0
-9.2;5;5888;0.7402;1396;1500;0;0;0;0;0;0;0
-9.1;5;5888;0.7402;1393;1500;0;0;0;0;0;0;0
-9;5;5888;0.7402;1389;1500;0;0;0;0;0;0;0
-8.9;5;5888;0.7402;1376;1500;0;0;0;0;0;0;0
-8.8;5;5888;0.7402;1363;1500;0;0;0;0;0;0;0
-8.7;5;5888;0.7402;1351;1500;0;0;0;0;0;0;0
-8.6;5;5888;0.7402;1338;1500;0;0;0;0;0;0;0
-8.5;5;5888;0.7402;1325;1500;0;0;0;0;0;0;0
-8.4;5;5888;0.7402;1313;1500;0;0;0;0;0;0;0
-8.3;5;5888;0.7402;1301;1500;0;0;0;0;0;0;0
-8.2;5;5888;0.7402;1288;1500;0;0;0;0;0;0;0
-8.1;5;5888;0.7402;1276;1500;0;0;0;0;0;0;0
-8;5;5888;0.7402;1264;1500;0;0;0;0;0;0;0
-7.9;5;5888;0.7402;1252;1500;0;0;0;0;0;0;0
-7.8;5;5888;0.7402;1241;1500;0;0;0;0;0;0;0
-7.7;5;5888;0.7402;1229;1500;0;0;0;0;0;0;0
-7.6;5;5888;0.7402;1218;1500;0;0;0;0;0;0;0
-7.5;5;5888;0.7402;1206;1500;0;0;0;0;0;0;0
-7.4;5;5888;0.7402;1195;1500;0;0;0;0;0;0;0
-7.3;5;5888;0.7402;1184;1500;0;0;0;0;0;0;0
-7.2;5;5888;0.7402;1172;1500;0;0;0;0;0;0;0
-7.1;5;5888;0.7402;1161;1500;0;0;0;0;0;0;0
-7;5;5888;0.7402;1151;1500;0;0;0;0;0;0;0
-6.9;5;5888;0.7402;1140;1500;0;0;0;0;0;0;0
-6.8;5;5888;0.7402;1129;1500;0;0;0;0;0;0;0
-6.7;5;5888;0.7402;1118;1500;0;0;0;0;0;0;0
-6.6;5;5888;0.7402;1108;1500;0;0;0;0;0;0;0
-6.5;5;5888;0.7402;1098;1500;0;0;0;0;0;0;0
-6.4;5;5888;0.7402;1087;1500;0;0;0;0;0;0;0
-6.3;5;5888;0.7402;1077;1500;0;0;0;0;0;0;0
-6.2;5;5888;0.7402;1067;1500;0;0;0;0;0;0;0
-6.1;5;5888;0.7402;1057;1500;0;0;0;0;0;0;0
-6;5;5888;0.7402;1047;1500;0;0;0;0;0;0;0
-5.9;5;5888;0.7402;1034;1500;0;0;0;0;0;0;0
-5.8;5;5888;0.7402;1022;1500;0;0;0;0;0;0;0
-5.7;5;5888;0.7402;1009;1500;0;0;0;0;0;0;0
-5.6;5;5888;0.7402;997;1500;0;0;0;0;0;0;0
-5.5;5;5888;0.7402;985;1500;0;0;0;0;0;0;0
-5.4;5;5888;0.7402;972;1500;0;0;0;0;0;0;0
