SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-12;4;4736;0.6016;1494;1500;0;0;0;0;0;0;0
-11.9;4;4736;0.6016;1486;1500;0;0;0;0;0;0;0
-11.8;4;4736;0.6016;1478;1500;0;0;0;0;0;0;0
-11.7;4;4736;0.6016;1470;1500;0;0;0;0;0;0;0
-11.6;4;4736;0.6016;1462;1500;0;0;0;0;0;0;0
-11.5;4;4736;0.6016;1454;1500;0;0;0;0;0;0;0
-11.4;4;4736;0.6016;1447;1500;0;0;0;0;0;0;0
-11.3;4;4736;0.6016;1439;1500;0;0;0;0;0;0;0
-11.2;4;4736;0.6016;1431;1500;0;0;0;0;0;0;0
-11.1;4;4736;0.6016;1423;1500;0;0;0;0;0;0;0
-11;4;4736;0.6016;1416;1500;0;0;0;0;0;0;0
-10.9;4;4736;0.6016;1408;1500;0;0;0;0;0;0;0
-10.8;4;4736;0.6016;1401;1500;0;0;0;0;0;0;0
-10.7;4;4736;0.6016;1393;1500;0;0;0;0;0;0;0
-10.6;4;4736;0.6016;1386;1500;0;0;0;0;0;0;0
-10.5;4;4736;0.6016;1379;1500;0;0;0;0;0;0;0
-10.4;4;4736;0.6016;1371;1500;0;0;0;0;0;0;0
-10.3;4;4736;0.6016;1364;1500;0;0;0;0;0;0;0
-10.2;4;4736;0.6016;1357;1500;0;0;0;0;0;0;0
-10.1;4;4736;0.6016;1349;1500;0;0;0;0;0;0;0
-10;4;4736;0.6016;1342;1500;0;0;0;0;0;0;0
-9.9;4;4736;0.6016;1335;1500;0;0;0;0;0;0;0
-9.8;4;4736;0.6016;1328;1500;0;0;0;0;0;0;0
-9.7;4;4736;0.6016;1321;1500;0;0;0;0;0;0;0
-9.6;4;4736;0.6016;1314;1500;0;0;0;0;0;0;0
-9.5;4;4736;0.6016;1307;1500;0;0;0;0;0;0;0
-9.4;4;4736;0.6016;1300;1500;0;0;0;0;0;0;0
-9.3;4;4736;0.6016;1293;1500;0;0;0;0;0;0;0
