SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-10;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.9;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.8;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.7;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.6;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.2;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9.1;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-9;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.9;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.8;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.7;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.6;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.2;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8.1;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-8;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.9;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.8;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.7;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.6;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.2;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7.1;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-7;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
-6.9;11;11784;1.4766;1498;1500;0;0;0;0;0;0;0
-6.8;11;11784;1.4766;1496;1500;0;0;0;0;0;0;0
-6.7;11;11784;1.4766;1494;1500;0;0;0;0;0;0;0
-6.6;11;11784;1.4766;1493;1500;0;0;0;0;0;0;0
-6.5;11;11784;1.4766;1491;1500;0;0;0;0;0;0;0
-6.4;11;11784;1.4766;1489;1500;0;0;0;0;0;0;0
-6.3;11;11784;1.4766;1487;1500;0;0;0;0;0;0;0
-6.2;11;11784;1.4766;1485;1500;0;0;0;0;0;0;0
-6.1;11;11784;1.4766;1483;1500;0;0;0;0;0;0;0
-6;11;11784;1.4766;1481;1500;0;0;0;0;0;0;0
-5.9;11;11784;1.4766;1480;1500;0;0;0;0;0;0;0
-5.8;11;11784;1.4766;1478;1500;0;0;0;0;0;0;0
-5.7;11;11784;1.4766;1476;1500;0;0;0;0;0;0;0
-5.6;11;11784;1.4766;1474;1500;0;0;0;0;0;0;0
-5.5;11;11784;1.4766;1472;1500;0;0;0;0;0;0;0
-5.4;11;11784;1.4766;1470;1500;0;0;0;0;0;0;0
-5.3;11;11784;1.4766;1469;1500;0;0;0;0;0;0;0
-5.2;11;11784;1.4766;1467;1500;0;0;0;0;0;0;0
-5.1;11;11784;1.4766;1465;1500;0;0;0;0;0;0;0
-5;11;11784;1.4766;1463;1500;0;0;0;0;0;0;0
-4.9;11;11784;1.4766;1461;1500;0;0;0;0;0;0;0
-4.8;11;11784;1.4766;1459;1500;0;0;0;0;0;0;0
-4.7;11;11784;1.4766;1458;1500;0;0;0;0;0;0;0
-4.6;11;11784;1.4766;1456;1500;0;0;0;0;0;0;0
-4.5;11;11784;1.4766;1454;1500;0;0;0;0;0;0;0
-4.4;11;11784;1.4766;1452;1500;0;0;0;0;0;0;0
-4.3;11;11784;1.4766;1450;1500;0;0;0;0;0;0;0
-4.2;11;11784;1.4766;1449;1500;0;0;0;0;0;0;0
-4.1;11;11784;1.4766;1447;1500;0;0;0;0;0;0;0
-4;11;11784;1.4766;1445;1500;0;0;0;0;0;0;0
-3.9;11;11784;1.4766;1434;1500;0;0;0;0;0;0;0
-3.8;11;11784;1.4766;1422;1500;0;0;0;0;0;0;0
-3.7;11;11784;1.4766;1411;1500;0;0;0;0;0;0;0
-3.6;11;11784;1.4766;1400;1500;0;0;0;0;0;0;0
-3.5;11;11784;1.4766;1389;1500;0;0;0;0;0;0;0
-3.4;11;11784;1.4766;1378;1500;0;0;0;0;0;0;0
-3.3;11;11784;1.4766;1368;1500;0;0;0;0;0;0;0
-3.2;11;11784;1.4766;1357;1500;0;0;0;0;0;0;0
-3.1;11;11784;1.4766;1346;1500;0;0;0;0;0;0;0
-3;11;11784;1.4766;1336;1500;0;0;0;0;0;0;0
-2.9;11;11784;1.4766;1325;1500;0;0;0;0;0;0;0
-2.8;11;11784;1.4766;1315;1500;0;0;0;0;0;0;0
-2.7;11;11784;1.4766;1304;1500;0;0;0;0;0;0;0
-2.6;11;11784;1.4766;1294;1500;0;0;0;0;0;0;0
-2.5;11;11784;1.4766;1284;1500;0;0;0;0;0;0;0
-2.4;11;11784;1.4766;1274;1500;0;0;0;0;0;0;0
-2.3;11;11784;1.4766;1264;1500;0;0;0;0;0;0;0
-2.2;11;11784;1.4766;1254;1500;0;0;0;0;0;0;0
-2.1;11;11784;1.4766;1244;1500;0;0;0;0;0;0;0
-2;11;11784;1.4766;1234;1500;0;0;0;0;0;0;0
-1.9;11;11784;1.4766;1225;1500;0;0;0;0;0;0;0
-1.8;11;11784;1.4766;1215;1500;0;0;0;0;0;0;0
-1.7;11;11784;1.4766;1206;1500;0;0;0;0;0;0;0
-1.6;11;11784;1.4766;1196;1500;0;0;0;0;0;0;0
-1.5;11;11784;1.4766;1187;1500;0;0;0;0;0;0;0
-1.4;11;11784;1.4766;1177;1500;0;0;0;0;0;0;0
-1.3;11;11784;1.4766;1168;1500;0;0;0;0;0;0;0
-1.2;11;11784;1.4766;1159;1500;0;0;0;0;0;0;0
-1.1;11;11784;1.4766;1150;1500;0;0;0;0;0;0;0
-1;11;11784;1.4766;1141;1500;0;0;0;0;0;0;0
-0.9;11;11784;1.4766;1128;1500;0;0;0;0;0;0;0
-0.8;11;11784;1.4766;1115;1500;0;0;0;0;0;0;0
-0.7;11;11784;1.4766;1103;1500;0;0;0;0;0;0;0
-0.6;11;11784;1.4766;1091;1500;0;0;0;0;0;0;0
-0.5;11;11784;1.4766;1078;1500;0;0;0;0;0;0;0
-0.4;11;11784;1.4766;1066;1500;0;0;0;0;0;0;0
-0.3;11;11784;1.4766;1054;1500;0;0;0;0;0;0;0
-0.2;11;11784;1.4766;1042;1500;0;0;0;0;0;0;0
-0.1;11;11784;1.4766;1031;1500;0;0;0;0;0;0;0
0;11;11784;1.4766;1019;1500;0;0;0;0;0;0;0
0.1;11;11784;1.4766;1008;1500;0;0;0;0;0;0;0
0.2;11;11784;1.4766;996;1500;0;0;0;0;0;0;0
0.3;11;11784;1.4766;985;1500;0;0;0;0;0;0;0
0.4;11;11784;1.4766;974;1500;0;0;0;0;0;0;0
0.5;11;11784;1.4766;963;1500;0;0;0;0;0;0;0
0.6;11;11784;1.4766;952;1500;0;0;0;0;0;0;0
0.7;11;11784;1.4766;942;1500;0;0;0;0;0;0;0
0.8;11;11784;1.4766;931;1500;0;0;0;0;0;0;0
0.9;11;11784;1.4766;921;1500;0;0;0;0;0;0;0
1;11;11784;1.4766;910;1500;0;0;0;0;0;0;0
1.1;11;11784;1.4766;900;1500;0;0;0;0;0;0;0
1.2;11;11784;1.4766;890;1500;0;0;0;0;0;0;0
1.3;11;11784;1.4766;880;1500;0;0;0;0;0;0;0
1.4;11;11784;1.4766;870;1500;0;0;0;0;0;0;0
1.5;11;11784;1.4766;860;1500;0;0;0;0;0;0;0
1.6;11;11784;1.4766;851;1500;0;0;0;0;0;0;0
1.7;11;11784;1.4766;841;1500;0;0;0;0;0;0;0
1.8;11;11784;1.4766;832;1500;0;0;0;0;0;0;0
