SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-5;15;18960;2.4063;1500;1500;0;0;0;0;0;0;0
-4.9;15;18960;2.4063;1499;1500;0;0;0;0;0;0;0
-4.8;15;18960;2.4063;1497;1500;0;0;0;0;0;0;0
-4.7;15;18960;2.4063;1496;1500;0;0;0;0;0;0;0
-4.6;15;18960;2.4063;1494;1500;0;0;0;0;0;0;0
-4.5;15;18960;2.4063;1493;1500;0;0;0;0;0;0;0
-4.4;15;18960;2.4063;1491;1500;0;0;0;0;0;0;0
-4.3;15;18960;2.4063;1490;1500;0;0;0;0;0;0;0
-4.2;15;18960;2.4063;1488;1500;0;0;0;0;0;0;0
-4.1;15;18960;2.4063;1487;1500;0;0;0;0;0;0;0
-4;15;18960;2.4063;1485;1500;0;0;0;0;0;0;0
-3.9;15;18960;2.4063;1484;1500;0;0;0;0;0;0;0
-3.8;15;18960;2.4063;1482;1500;0;0;0;0;0;0;0
-3.7;15;18960;2.4063;1481;1500;0;0;0;0;0;0;0
-3.6;15;18960;2.4063;1479;1500;0;0;0;0;0;0;0
-3.5;15;18960;2.4063;1478;1500;0;0;0;0;0;0;0
-3.4;15;18960;2.4063;1476;1500;0;0;0;0;0;0;0
-3.3;15;18960;2.4063;1475;1500;0;0;0;0;0;0;0
-3.2;15;18960;2.4063;1474;1500;0;0;0;0;0;0;0
-3.1;15;18960;2.4063;1472;1500;0;0;0;0;0;0;0
-3;15;18960;2.4063;1471;1500;0;0;0;0;0;0;0
-2.9;15;18960;2.4063;1469;1500;0;0;0;0;0;0;0
-2.8;15;18960;2.4063;1468;1500;0;0;0;0;0;0;0
-2.7;15;18960;2.4063;1466;1500;0;0;0;0;0;0;0
-2.6;15;18960;2.4063;1465;1500;0;0;0;0;0;0;0
-2.5;15;18960;2.4063;1463;1500;0;0;0;0;0;0;0
-2.4;15;18960;2.4063;1462;1500;0;0;0;0;0;0;0
-2.3;15;18960;2.4063;1461;1500;0;0;0;0;0;0;0
-2.2;15;18960;2.4063;1459;1500;0;0;0;0;0;0;0
-2.1;15;18960;2.4063;1458;1500;0;0;0;0;0;0;0
-2;15;18960;2.4063;1456;1500;0;0;0;0;0;0;0
-1.9;15;18960;2.4063;1446;1500;0;0;0;0;0;0;0
-1.8;15;18960;2.4063;1436;1500;0;0;0;0;0;0;0
-1.7;15;18960;2.4063;1426;1500;0;0;0;0;0;0;0
-1.6;15;18960;2.4063;1416;1500;0;0;0;0;0;0;0
-1.5;15;18960;2.4063;1406;1500;0;0;0;0;0;0;0
-1.4;15;18960;2.4063;1397;1500;0;0;0;0;0;0;0
-1.3;15;18960;2.4063;1387;1500;0;0;0;0;0;0;0
-1.2;15;18960;2.4063;1377;1500;0;0;0;0;0;0;0
-1.1;15;18960;2.4063;1368;1500;0;0;0;0;0;0;0
-1;15;18960;2.4063;1358;1500;0;0;0;0;0;0;0
-0.9;15;18960;2.4063;1349;1500;0;0;0;0;0;0;0
-0.8;15;18960;2.4063;1340;1500;0;0;0;0;0;0;0
-0.7;15;18960;2.4063;1330;1500;0;0;0;0;0;0;0
-0.6;15;18960;2.4063;1321;1500;0;0;0;0;0;0;0
-0.5;15;18960;2.4063;1312;1500;0;0;0;0;0;0;0
-0.4;15;18960;2.4063;1303;1500;0;0;0;0;0;0;0
-0.3;15;18960;2.4063;1294;1500;0;0;0;0;0;0;0
-0.2;15;18960;2.4063;1285;1500;0;0;0;0;0;0;0
-0.1;15;18960;2.4063;1276;1500;0;0;0;0;0;0;0
0;15;18960;2.4063;1267;1500;0;0;0;0;0;0;0
0.1;15;18960;2.4063;1259;1500;0;0;0;0;0;0;0
0.2;15;18960;2.4063;1250;1500;0;0;0;0;0;0;0
0.3;15;18960;2.4063;1241;1500;0;0;0;0;0;0;0
0.4;15;18960;2.4063;1233;1500;0;0;0;0;0;0;0
0.5;15;18960;2.4063;1224;1500;0;0;0;0;0;0;0
0.6;15;18960;2.4063;1216;1500;0;0;0;0;0;0;0
0.7;15;18960;2.4063;1207;1500;0;0;0;0;0;0;0
0.8;15;18960;2.4063;1199;1500;0;0;0;0;0;0;0
0.9;15;18960;2.4063;1190;1500;0;0;0;0;0;0;0
1;15;18960;2.4063;1182;1500;0;0;0;0;0;0;0
1.1;15;18960;2.4063;1171;1500;0;0;0;0;0;0;0
1.2;15;18960;2.4063;1160;1500;0;0;0;0;0;0;0
1.3;15;18960;2.4063;1150;1500;0;0;0;0;0;0;0
1.4;15;18960;2.4063;1139;1500;0;0;0;0;0;0;0
1.5;15;18960;2.4063;1128;1500;0;0;0;0;0;0;0
1.6;15;18960;2.4063;1118;1500;0;0;0;0;0;0;0
1.7;15;18960;2.4063;1107;1500;0;0;0;0;0;0;0
1.8;15;18960;2.4063;1097;1500;0;0;0;0;0;0;0
1.9;15;18960;2.4063;1087;1500;0;0;0;0;0;0;0
2;15;18960;2.4063;1077;1500;0;0;0;0;0;0;0
2.1;15;18960;2.4063;1067;1500;0;0;0;0;0;0;0
2.2;15;18960;2.4063;1057;1500;0;0;0;0;0;0;0
2.3;15;18960;2.4063;1047;1500;0;0;0;0;0;0;0
2.4;15;18960;2.4063;1037;1500;0;0;0;0;0;0;0
2.5;15;18960;2.4063;1028;1500;0;0;0;0;0;0;0
2.6;15;18960;2.4063;1018;1500;0;0;0;0;0;0;0
2.7;15;18960;2.4063;1009;1500;0;0;0;0;0;0;0
2.8;15;18960;2.4063;999;1500;0;0;0;0;0;0;0
2.9;15;18960;2.4063;990;1500;0;0;0;0;0;0;0
3;15;18960;2.4063;981;1500;0;0;0;0;0;0;0
3.1;15;18960;2.4063;972;1500;0;0;0;0;0;0;0
3.2;15;18960;2.4063;963;1500;0;0;0;0;0;0;0
3.3;15;18960;2.4063;954;1500;0;0;0;0;0;0;0
3.4;15;18960;2.4063;945;1500;0;0;0;0;0;0;0
3.5;15;18960;2.4063;936;1500;0;0;0;0;0;0;0
3.6;15;18960;2.4063;927;1500;0;0;0;0;0;0;0
3.7;15;18960;2.4063;919;1500;0;0;0;0;0;0;0
3.8;15;18960;2.4063;910;1500;0;0;0;0;0;0;0
3.9;15;18960;2.4063;902;1500;0;0;0;0;0;0;0
4;15;18960;2.4063;893;1500;0;0;0;0;0;0;0
4.1;15;18960;2.4063;885;1500;0;0;0;0;0;0;0
4.2;15;18960;2.4063;877;1500;0;0;0;0;0;0;0
4.3;15;18960;2.4063;869;1500;0;0;0;0;0;0;0
4.4;15;18960;2.4063;861;1500;0;0;0;0;0;0;0
4.5;15;18960;2.4063;853;1500;0;0;0;0;0;0;0
4.6;15;18960;2.4063;846;1500;0;0;0;0;0;0;0
4.7;15;18960;2.4063;838;1500;0;0;0;0;0;0;0
4.8;15;18960;2.4063;830;1500;0;0;0;0;0;0;0
4.9;15;18960;2.4063;823;1500;0;0;0;0;0;0;0
5;15;18960;2.4063;815;1500;0;0;0;0;0;0;0
5.1;15;18960;2.4063;808;1500;0;0;0;0;0;0;0
5.2;15;18960;2.4063;801;1500;0;0;0;0;0;0;0
5.3;15;18960;2.4063;793;1500;0;0;0;0;0;0;0
5.4;15;18960;2.4063;786;1500;0;0;0;0;0;0;0
5.5;15;18960;2.4063;779;1500;0;0;0;0;0;0;0
5.6;15;18960;2.4063;772;1500;0;0;0;0;0;0;0
5.7;15;18960;2.4063;765;1500;0;0;0;0;0;0;0
5.8;15;18960;2.4063;758;1500;0;0;0;0;0;0;0
5.9;15;18960;2.4063;751;1500;0;0;0;0;0;0;0
6;15;18960;2.4063;744;1500;0;0;0;0;0;0;0
6.1;15;18960;2.4063;737;1500;0;0;0;0;0;0;0
6.2;15;18960;2.4063;731;1500;0;0;0;0;0;0;0
6.3;15;18960;2.4063;724;1500;0;0;0;0;0;0;0
6.4;15;18960;2.4063;717;1500;0;0;0;0;0;0;0
6.5;15;18960;2.4063;711;1500;0;0;0;0;0;0;0
6.6;15;18960;2.4063;704;1500;0;0;0;0;0;0;0
6.7;15;18960;2.4063;698;1500;0;0;0;0;0;0;0
6.8;15;18960;2.4063;692;1500;0;0;0;0;0;0;0
6.9;15;18960;2.4063;685;1500;0;0;0;0;0;0;0
7;15;18960;2.4063;679;1500;0;0;0;0;0;0;0
7.1;15;18960;2.4063;665;1500;0;0;0;0;0;0;0
7.2;15;18960;2.4063;650;1500;0;0;0;0;0;0;0
7.3;15;18960;2.4063;636;1500;0;0;0;0;0;0;0
7.4;15;18960;2.4063;623;1500;0;0;0;0;0;0;0
7.5;15;18960;2.4063;609;1500;0;0;0;0;0;0;0
7.6;15;18960;2.4063;596;1500;0;0;0;0;0;0;0
7.7;15;18960;2.4063;584;1500;0;0;0;0;0;0;0
7.8;15;18960;2.4063;571;1500;0;0;0;0;0;0;0
7.9;15;18960;2.4063;559;1500;0;0;0;0;0;0;0
8;15;18960;2.4063;547;1500;0;0;0;0;0;0;0
8.1;15;18960;2.4063;535;1500;0;0;0;0;0;0;0
8.2;15;18960;2.4063;524;1500;0;0;0;0;0;0;0
8.3;15;18960;2.4063;513;1500;0;0;0;0;0;0;0
8.4;15;18960;2.4063;502;1500;0;0;0;0;0;0;0
8.5;15;18960;2.4063;491;1500;0;0;0;0;0;0;0
8.6;15;18960;2.4063;480;1500;0;0;0;0;0;0;0
8.7;15;18960;2.4063;470;1500;0;0;0;0;0;0;0
