SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-15;1;2472;0.3066;1491;1500;0;0;0;0;0;0;0
-14.9;1;2472;0.3066;1481;1500;0;0;0;0;0;0;0
-14.8;1;2472;0.3066;1472;1500;0;0;0;0;0;0;0
-14.7;1;2472;0.3066;1463;1500;0;0;0;0;0;0;0
-14.6;1;2472;0.3066;1454;1500;0;0;0;0;0;0;0
-14.5;1;2472;0.3066;1445;1500;0;0;0;0;0;0;0
-14.4;1;2472;0.3066;1436;1500;0;0;0;0;0;0;0
-14.3;1;2472;0.3066;1427;1500;0;0;0;0;0;0;0
-14.2;1;2472;0.3066;1418;1500;0;0;0;0;0;0;0
-14.1;1;2472;0.3066;1409;1500;0;0;0;0;0;0;0
-14;1;2472;0.3066;1400;1500;0;0;0;0;0;0;0
-13.9;1;2472;0.3066;1392;1500;0;0;0;0;0;0;0
-13.8;1;2472;0.3066;1383;1500;0;0;0;0;0;0;0
-13.7;1;2472;0.3066;1374;1500;0;0;0;0;0;0;0
-13.6;1;2472;0.3066;1366;1500;0;0;0;0;0;0;0
-13.5;1;2472;0.3066;1357;1500;0;0;0;0;0;0;0
-13.4;1;2472;0.3066;1349;1500;0;0;0;0;0;0;0
-13.3;1;2472;0.3066;1341;1500;0;0;0;0;0;0;0
-13.2;1;2472;0.3066;1332;1500;0;0;0;0;0;0;0
-13.1;1;2472;0.3066;1324;1500;0;0;0;0;0;0;0
-13;1;2472;0.3066;1316;1500;0;0;0;0;0;0;0
-12.9;1;2472;0.3066;1307;1500;0;0;0;0;0;0;0
-12.8;1;2472;0.3066;1299;1500;0;0;0;0;0;0;0
-12.7;1;2472;0.3066;1291;1500;0;0;0;0;0;0;0
-12.6;1;2472;0.3066;1283;1500;0;0;0;0;0;0;0
-12.5;1;2472;0.3066;1275;1500;0;0;0;0;0;0;0
-12.4;1;2472;0.3066;1267;1500;0;0;0;0;0;0;0
-12.3;1;2472;0.3066;1259;1500;0;0;0;0;0;0;0
-12.2;1;2472;0.3066;1251;1500;0;0;0;0;0;0;0
-12.1;1;2472;0.3066;1244;1500;0;0;0;0;0;0;0
-12;1;2472;0.3066;1236;1500;0;0;0;0;0;0;0
-11.9;1;2472;0.3066;1222;1500;0;0;0;0;0;0;0
-11.8;1;2472;0.3066;1207;1500;0;0;0;0;0;0;0
-11.7;1;2472;0.3066;1193;1500;0;0;0;0;0;0;0
-11.6;1;2472;0.3066;1179;1500;0;0;0;0;0;0;0
-11.5;1;2472;0.3066;1166;1500;0;0;0;0;0;0;0
-11.4;1;2472;0.3066;1152;1500;0;0;0;0;0;0;0
-11.3;1;2472;0.3066;1139;1500;0;0;0;0;0;0;0
-11.2;1;2472;0.3066;1126;1500;0;0;0;0;0;0;0
-11.1;1;2472;0.3066;1113;1500;0;0;0;0;0;0;0
-11;1;2472;0.3066;1100;1500;0;0;0;0;0;0;0
-10.9;1;2472;0.3066;1087;1500;0;0;0;0;0;0;0
-10.8;1;2472;0.3066;1074;1500;0;0;0;0;0;0;0
-10.7;1;2472;0.3066;1062;1500;0;0;0;0;0;0;0
-10.6;1;2472;0.3066;1049;1500;0;0;0;0;0;0;0
-10.5;1;2472;0.3066;1037;1500;0;0;0;0;0;0;0
-10.4;1;2472;0.3066;1025;1500;0;0;0;0;0;0;0
-10.3;1;2472;0.3066;1013;1500;0;0;0;0;0;0;0
-10.2;1;2472;0.3066;1001;1500;0;0;0;0;0;0;0
-10.1;1;2472;0.3066;990;1500;0;0;0;0;0;0;0
-10;1;2472;0.3066;978;1500;0;0;0;0;0;0;0
-9.9;1;2472;0.3066;967;1500;0;0;0;0;0;0;0
-9.8;1;2472;0.3066;956;1500;0;0;0;0;0;0;0
-9.7;1;2472;0.3066;945;1500;0;0;0;0;0;0;0
-9.6;1;2472;0.3066;934;1500;0;0;0;0;0;0;0
-9.5;1;2472;0.3066;923;1500;0;0;0;0;0;0;0
-9.4;1;2472;0.3066;912;1500;0;0;0;0;0;0;0
-9.3;1;2472;0.3066;902;1500;0;0;0;0;0;0;0
-9.2;1;2472;0.3066;891;1500;0;0;0;0;0;0;0
