SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-9;6;6912;0.877;1438;1500;0;0;0;0;0;0;0
-8.9;6;6912;0.877;1427;1500;0;0;0;0;0;0;0
-8.8;6;6912;0.877;1415;1500;0;0;0;0;0;0;0
-8.7;6;6912;0.877;1404;1500;0;0;0;0;0;0;0
-8.6;6;6912;0.877;1393;1500;0;0;0;0;0;0;0
-8.5;6;6912;0.877;1382;1500;0;0;0;0;0;0;0
-8.4;6;6912;0.877;1371;1500;0;0;0;0;0;0;0
-8.3;6;6912;0.877;1360;1500;0;0;0;0;0;0;0
-8.2;6;6912;0.877;1349;1500;0;0;0;0;0;0;0
-8.1;6;6912;0.877;1338;1500;0;0;0;0;0;0;0
-8;6;6912;0.877;1328;1500;0;0;0;0;0;0;0
-7.9;6;6912;0.877;1317;1500;0;0;0;0;0;0;0
-7.8;6;6912;0.877;1307;1500;0;0;0;0;0;0;0
-7.7;6;6912;0.877;1296;1500;0;0;0;0;0;0;0
-7.6;6;6912;0.877;1286;1500;0;0;0;0;0;0;0
-7.5;6;6912;0.877;1276;1500;0;0;0;0;0;0;0
-7.4;6;6912;0.877;1266;1500;0;0;0;0;0;0;0
-7.3;6;6912;0.877;1256;1500;0;0;0;0;0;0;0
-7.2;6;6912;0.877;1246;1500;0;0;0;0;0;0;0
-7.1;6;6912;0.877;1236;1500;0;0;0;0;0;0;0
-7;6;6912;0.877;1226;1500;0;0;0;0;0;0;0
-6.9;6;6912;0.877;1216;1500;0;0;0;0;0;0;0
-6.8;6;6912;0.877;1207;1500;0;0;0;0;0;0;0
-6.7;6;6912;0.877;1197;1500;0;0;0;0;0;0;0
-6.6;6;6912;0.877;1187;1500;0;0;0;0;0;0;0
-6.5;6;6912;0.877;1178;1500;0;0;0;0;0;0;0
-6.4;6;6912;0.877;1169;1500;0;0;0;0;0;0;0
-6.3;6;6912;0.877;1159;1500;0;0;0;0;0;0;0
-6.2;6;6912;0.877;1150;1500;0;0;0;0;0;0;0
-6.1;6;6912;0.877;1141;1500;0;0;0;0;0;0;0
-6;6;6912;0.877;1132;1500;0;0;0;0;0;0;0
-5.9;6;6912;0.877;1120;1500;0;0;0;0;0;0;0
-5.8;6;6912;0.877;1109;1500;0;0;0;0;0;0;0
-5.7;6;6912;0.877;1097;1500;0;0;0;0;0;0;0
-5.6;6;6912;0.877;1086;1500;0;0;0;0;0;0;0
-5.5;6;6912;0.877;1075;1500;0;0;0;0;0;0;0
-5.4;6;6912;0.877;1064;1500;0;0;0;0;0;0;0
-5.3;6;6912;0.877;1053;1500;0;0;0;0;0;0;0
-5.2;6;6912;0.877;1042;1500;0;0;0;0;0;0;0
-5.1;6;6912;0.877;1031;1500;0;0;0;0;0;0;0
-5;6;6912;0.877;1021;1500;0;0;0;0;0;0;0
-4.9;6;6912;0.877;1010;1500;0;0;0;0;0;0;0
-4.8;6;6912;0.877;1000;1500;0;0;0;0;0;0;0
-4.7;6;6912;0.877;989;1500;0;0;0;0;0;0;0
-4.6;6;6912;0.877;979;1500;0;0;0;0;0;0;0
-4.5;6;6912;0.877;969;1500;0;0;0;0;0;0;0
-4.4;6;6912;0.877;959;1500;0;0;0;0;0;0;0
-4.3;6;6912;0.877;949;1500;0;0;0;0;0;0;0
-4.2;6;6912;0.877;940;1500;0;0;0;0;0;0;0
-4.1;6;6912;0.877;930;1500;0;0;0;0;0;0;0
-4;6;6912;0.877;920;1500;0;0;0;0;0;0;0
-3.9;6;6912;0.877;911;1500;0;0;0;0;0;0;0
-3.8;6;6912;0.877;901;1500;0;0;0;0;0;0;0
-3.7;6;6912;0.877;892;1500;0;0;0;0;0;0;0
-3.6;6;6912;0.877;883;1500;0;0;0;0;0;0;0
-3.5;6;6912;0.877;874;1500;0;0;0;0;0;0;0
-3.4;6;6912;0.877;865;1500;0;0;0;0;0;0;0
-3.3;6;6912;0.877;856;1500;0;0;0;0;0;0;0
-3.2;6;6912;0.877;847;1500;0;0;0;0;0;0;0
-3.1;6;6912;0.877;838;1500;0;0;0;0;0;0;0
-3;6;6912;0.877;830;1500;0;0;0;0;0;0;0
-2.9;6;6912;0.877;812;1500;0;0;0;0;0;0;0
