SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-15;3;3912;0.4902;1448;1500;0;0;0;0;0;0;0
-14.9;3;3912;0.4902;1436;1500;0;0;0;0;0;0;0
-14.8;3;3912;0.4902;1424;1500;0;0;0;0;0;0;0
-14.7;3;3912;0.4902;1413;1500;0;0;0;0;0;0;0
-14.6;3;3912;0.4902;1401;1500;0;0;0;0;0;0;0
-14.5;3;3912;0.4902;1390;1500;0;0;0;0;0;0;0
-14.4;3;3912;0.4902;1379;1500;0;0;0;0;0;0;0
-14.3;3;3912;0.4902;1367;1500;0;0;0;0;0;0;0
-14.2;3;3912;0.4902;1356;1500;0;0;0;0;0;0;0
-14.1;3;3912;0.4902;1345;1500;0;0;0;0;0;0;0
-14;3;3912;0.4902;1334;1500;0;0;0;0;0;0;0
-13.9;3;3912;0.4902;1323;1500;0;0;0;0;0;0;0
-13.8;3;3912;0.4902;1313;1500;0;0;0;0;0;0;0
-13.7;3;3912;0.4902;1302;1500;0;0;0;0;0;0;0
-13.6;3;3912;0.4902;1291;1500;0;0;0;0;0;0;0
-13.5;3;3912;0.4902;1281;1500;0;0;0;0;0;0;0
-13.4;3;3912;0.4902;1270;1500;0;0;0;0;0;0;0
-13.3;3;3912;0.4902;1260;1500;0;0;0;0;0;0;0
-13.2;3;3912;0.4902;1250;1500;0;0;0;0;0;0;0
-13.1;3;3912;0.4902;1240;1500;0;0;0;0;0;0;0
-13;3;3912;0.4902;1230;1500;0;0;0;0;0;0;0
-12.9;3;3912;0.4902;1220;1500;0;0;0;0;0;0;0
-12.8;3;3912;0.4902;1210;1500;0;0;0;0;0;0;0
-12.7;3;3912;0.4902;1200;1500;0;0;0;0;0;0;0
-12.6;3;3912;0.4902;1190;1500;0;0;0;0;0;0;0
-12.5;3;3912;0.4902;1180;1500;0;0;0;0;0;0;0
-12.4;3;3912;0.4902;1171;1500;0;0;0;0;0;0;0
-12.3;3;3912;0.4902;1161;1500;0;0;0;0;0;0;0
-12.2;3;3912;0.4902;1152;1500;0;0;0;0;0;0;0
-12.1;3;3912;0.4902;1142;1500;0;0;0;0;0;0;0
-12;3;3912;0.4902;1133;1500;0;0;0;0;0;0;0
-11.9;3;3912;0.4902;1120;1500;0;0;0;0;0;0;0
-11.8;3;3912;0.4902;1108;1500;0;0;0;0;0;0;0
-11.7;3;3912;0.4902;1095;1500;0;0;0;0;0;0;0
-11.6;3;3912;0.4902;1083;1500;0;0;0;0;0;0;0
-11.5;3;3912;0.4902;1071;1500;0;0;0;0;0;0;0
-11.4;3;3912;0.4902;1058;1500;0;0;0;0;0;0;0
-11.3;3;3912;0.4902;1046;1500;0;0;0;0;0;0;0
-11.2;3;3912;0.4902;1035;1500;0;0;0;0;0;0;0
-11.1;3;3912;0.4902;1023;1500;0;0;0;0;0;0;0
-11;3;3912;0.4902;1011;1500;0;0;0;0;0;0;0
-10.9;3;3912;0.4902;1000;1500;0;0;0;0;0;0;0
-10.8;3;3912;0.4902;989;1500;0;0;0;0;0;0;0
-10.7;3;3912;0.4902;977;1500;0;0;0;0;0;0;0
-10.6;3;3912;0.4902;966;1500;0;0;0;0;0;0;0
-10.5;3;3912;0.4902;955;1500;0;0;0;0;0;0;0
-10.4;3;3912;0.4902;945;1500;0;0;0;0;0;0;0
-10.3;3;3912;0.4902;934;1500;0;0;0;0;0;0;0
-10.2;3;3912;0.4902;923;1500;0;0;0;0;0;0;0
-10.1;3;3912;0.4902;913;1500;0;0;0;0;0;0;0
-10;3;3912;0.4902;903;1500;0;0;0;0;0;0;0
-9.9;3;3912;0.4902;893;1500;0;0;0;0;0;0;0
-9.8;3;3912;0.4902;882;1500;0;0;0;0;0;0;0
-9.7;3;3912;0.4902;872;1500;0;0;0;0;0;0;0
-9.6;3;3912;0.4902;863;1500;0;0;0;0;0;0;0
-9.5;3;3912;0.4902;853;1500;0;0;0;0;0;0;0
-9.4;3;3912;0.4902;843;1500;0;0;0;0;0;0;0
-9.3;3;3912;0.4902;834;1500;0;0;0;0;0;0;0
-9.2;3;3912;0.4902;824;1500;0;0;0;0;0;0;0
-9.1;3;3912;0.4902;815;1500;0;0;0;0;0;0;0
-9;3;3912;0.4902;806;1500;0;0;0;0;0;0;0
