SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-10;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.9;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.8;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.7;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.6;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.5;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.4;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.3;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.2;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9.1;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-9;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.9;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.8;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.7;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.6;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.5;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.4;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.3;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.2;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8.1;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-8;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.9;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.8;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.7;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.6;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.5;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.4;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.3;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.2;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7.1;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-7;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-6.9;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
-6.8;13;15112;1.9141;1499;1500;0;0;0;0;0;0;0
-6.7;13;15112;1.9141;1499;1500;0;0;0;0;0;0;0
-6.6;13;15112;1.9141;1499;1500;0;0;0;0;0;0;0
-6.5;13;15112;1.9141;1498;1500;0;0;0;0;0;0;0
-6.4;13;15112;1.9141;1498;1500;0;0;0;0;0;0;0
-6.3;13;15112;1.9141;1498;1500;0;0;0;0;0;0;0
-6.2;13;15112;1.9141;1497;1500;0;0;0;0;0;0;0
-6.1;13;15112;1.9141;1497;1500;0;0;0;0;0;0;0
-6;13;15112;1.9141;1497;1500;0;0;0;0;0;0;0
-5.9;13;15112;1.9141;1496;1500;0;0;0;0;0;0;0
-5.8;13;15112;1.9141;1496;1500;0;0;0;0;0;0;0
-5.7;13;15112;1.9141;1496;1500;0;0;0;0;0;0;0
-5.6;13;15112;1.9141;1495;1500;0;0;0;0;0;0;0
-5.5;13;15112;1.9141;1495;1500;0;0;0;0;0;0;0
-5.4;13;15112;1.9141;1495;1500;0;0;0;0;0;0;0
-5.3;13;15112;1.9141;1494;1500;0;0;0;0;0;0;0
-5.2;13;15112;1.9141;1494;1500;0;0;0;0;0;0;0
-5.1;13;15112;1.9141;1494;1500;0;0;0;0;0;0;0
-5;13;15112;1.9141;1493;1500;0;0;0;0;0;0;0
-4.9;13;15112;1.9141;1493;1500;0;0;0;0;0;0;0
-4.8;13;15112;1.9141;1493;1500;0;0;0;0;0;0;0
-4.7;13;15112;1.9141;1493;1500;0;0;0;0;0;0;0
-4.6;13;15112;1.9141;1492;1500;0;0;0;0;0;0;0
-4.5;13;15112;1.9141;1492;1500;0;0;0;0;0;0;0
-4.4;13;15112;1.9141;1492;1500;0;0;0;0;0;0;0
-4.3;13;15112;1.9141;1491;1500;0;0;0;0;0;0;0
-4.2;13;15112;1.9141;1491;1500;0;0;0;0;0;0;0
-4.1;13;15112;1.9141;1491;1500;0;0;0;0;0;0;0
-4;13;15112;1.9141;1490;1500;0;0;0;0;0;0;0
-3.9;13;15112;1.9141;1483;1500;0;0;0;0;0;0;0
-3.8;13;15112;1.9141;1475;1500;0;0;0;0;0;0;0
-3.7;13;15112;1.9141;1467;1500;0;0;0;0;0;0;0
-3.6;13;15112;1.9141;1460;1500;0;0;0;0;0;0;0
-3.5;13;15112;1.9141;1452;1500;0;0;0;0;0;0;0
-3.4;13;15112;1.9141;1445;1500;0;0;0;0;0;0;0
-3.3;13;15112;1.9141;1437;1500;0;0;0;0;0;0;0
-3.2;13;15112;1.9141;1430;1500;0;0;0;0;0;0;0
