SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-4;1;2472;0.3066;1500;1500;0;0;0;0;0;0;0
-3.9;1;2472;0.3066;1497;1500;0;0;0;0;0;0;0
-3.8;1;2472;0.3066;1494;1500;0;0;0;0;0;0;0
-3.7;1;2472;0.3066;1490;1500;0;0;0;0;0;0;0
-3.6;1;2472;0.3066;1487;1500;0;0;0;0;0;0;0
-3.5;1;2472;0.3066;1484;1500;0;0;0;0;0;0;0
-3.4;1;2472;0.3066;1386;1500;0;0;0;0;0;0;0
-3.3;1;2472;0.3066;1295;1500;0;0;0;0;0;0;0
-3.2;1;2472;0.3066;1209;1500;0;0;0;0;0;0;0
-3.1;1;2472;0.3066;1130;1500;0;0;0;0;0;0;0
-3;1;2472;0.3066;1055;1500;0;0;0;0;0;0;0
-2.9;1;2472;0.3066;863;1500;0;0;0;0;0;0;0
-2.8;1;2472;0.3066;706;1500;0;0;0;0;0;0;0
-2.7;1;2472;0.3066;577;1500;0;0;0;0;0;0;0
-2.6;1;2472;0.3066;472;1500;0;0;0;0;0;0;0
-2.5;1;2472;0.3066;386;1500;0;0;0;0;0;0;0
-2.4;1;2472;0.3066;215;1500;0;0;0;0;0;0;0
-2.3;1;2472;0.3066;120;1500;0;0;0;0;0;0;0
-2.2;1;2472;0.3066;67;1500;0;0;0;0;0;0;0
-2.1;1;2472;0.3066;37;1500;0;0;0;0;0;0;0
-2;1;2472;0.3066;21;1500;0;0;0;0;0;0;0
-1.9;1;2472;0.3066;9;1500;0;0;0;0;0;0;0
-1.8;1;2472;0.3066;4;1500;0;0;0;0;0;0;0
-1.7;1;2472;0.3066;2;1500;0;0;0;0;0;0;0
-1.6;1;2472;0.3066;1;1500;0;0;0;0;0;0;0
-1.5;1;2472;0.3066;0;1500;0;0;0;0;0;0;0
