SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
15;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.1;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.2;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.3;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.4;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.5;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.6;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.7;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.8;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
15.9;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.1;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.2;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.3;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.4;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.5;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.6;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.7;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.8;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
16.9;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
17;25;37896;4.8164;1500;1500;0;0;0;0;0;0;0
17.1;25;37896;4.8164;1493;1500;0;0;0;0;0;0;0
17.2;25;37896;4.8164;1486;1500;0;0;0;0;0;0;0
17.3;25;37896;4.8164;1478;1500;0;0;0;0;0;0;0
17.4;25;37896;4.8164;1471;1500;0;0;0;0;0;0;0
17.5;25;37896;4.8164;1464;1500;0;0;0;0;0;0;0
17.6;25;37896;4.8164;1138;1500;0;0;0;0;0;0;0
17.7;25;37896;4.8164;885;1500;0;0;0;0;0;0;0
17.8;25;37896;4.8164;688;1500;0;0;0;0;0;0;0
17.9;25;37896;4.8164;535;1500;0;0;0;0;0;0;0
18;25;37896;4.8164;416;1500;0;0;0;0;0;0;0
18.1;25;37896;4.8164;302;1500;0;0;0;0;0;0;0
18.2;25;37896;4.8164;219;1500;0;0;0;0;0;0;0
18.3;25;37896;4.8164;159;1500;0;0;0;0;0;0;0
18.4;25;37896;4.8164;115;1500;0;0;0;0;0;0;0
18.5;25;37896;4.8164;84;1500;0;0;0;0;0;0;0
18.6;25;37896;4.8164;89;1500;0;0;0;0;0;0;0
18.7;25;37896;4.8164;94;1500;0;0;0;0;0;0;0
18.8;25;37896;4.8164;100;1500;0;0;0;0;0;0;0
18.9;25;37896;4.8164;106;1500;0;0;0;0;0;0;0
19;25;37896;4.8164;113;1500;0;0;0;0;0;0;0
19.1;25;37896;4.8164;110;1500;0;0;0;0;0;0;0
19.2;25;37896;4.8164;108;1500;0;0;0;0;0;0;0
19.3;25;37896;4.8164;105;1500;0;0;0;0;0;0;0
19.4;25;37896;4.8164;103;1500;0;0;0;0;0;0;0
19.5;25;37896;4.8164;101;1500;0;0;0;0;0;0;0
19.6;25;37896;4.8164;89;1500;0;0;0;0;0;0;0
19.7;25;37896;4.8164;79;1500;0;0;0;0;0;0;0
19.8;25;37896;4.8164;71;1500;0;0;0;0;0;0;0
19.9;25;37896;4.8164;63;1500;0;0;0;0;0;0;0
20;25;37896;4.8164;56;1500;0;0;0;0;0;0;0
20.1;25;37896;4.8164;58;1500;0;0;0;0;0;0;0
20.2;25;37896;4.8164;61;1500;0;0;0;0;0;0;0
20.3;25;37896;4.8164;64;1500;0;0;0;0;0;0;0
20.4;25;37896;4.8164;67;1500;0;0;0;0;0;0;0
20.5;25;37896;4.8164;71;1500;0;0;0;0;0;0;0
20.6;25;37896;4.8164;64;1500;0;0;0;0;0;0;0
20.7;25;37896;4.8164;58;1500;0;0;0;0;0;0;0
20.8;25;37896;4.8164;52;1500;0;0;0;0;0;0;0
20.9;25;37896;4.8164;47;1500;0;0;0;0;0;0;0
21;25;37896;4.8164;43;1500;0;0;0;0;0;0;0
21.1;25;37896;4.8164;27;1500;0;0;0;0;0;0;0
21.2;25;37896;4.8164;17;1500;0;0;0;0;0;0;0
21.3;25;37896;4.8164;10;1500;0;0;0;0;0;0;0
21.4;25;37896;4.8164;6;1500;0;0;0;0;0;0;0
21.5;25;37896;4.8164;4;1500;0;0;0;0;0;0;0
21.6;25;37896;4.8164;2;1500;0;0;0;0;0;0;0
21.7;25;37896;4.8164;1;1500;0;0;0;0;0;0;0
21.8;25;37896;4.8164;1;1500;0;0;0;0;0;0;0
21.9;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.1;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.2;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.3;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.4;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.5;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.6;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.7;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.8;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
22.9;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.1;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.2;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.3;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.4;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.5;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.6;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.7;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.8;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
23.9;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
24;25;37896;4.8164;0;1500;0;0;0;0;0;0;0
