SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
7;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
7.1;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
7.2;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
7.3;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
7.4;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
7.5;13;15112;1.9141;1500;1500;0;0;0;0;0;0;0
7.6;13;15112;1.9141;1444;1500;0;0;0;0;0;0;0
7.7;13;15112;1.9141;1391;1500;0;0;0;0;0;0;0
7.8;13;15112;1.9141;1340;1500;0;0;0;0;0;0;0
7.9;13;15112;1.9141;1290;1500;0;0;0;0;0;0;0
8;13;15112;1.9141;1243;1500;0;0;0;0;0;0;0
8.1;13;15112;1.9141;878;1500;0;0;0;0;0;0;0
8.2;13;15112;1.9141;620;1500;0;0;0;0;0;0;0
8.3;13;15112;1.9141;438;1500;0;0;0;0;0;0;0
8.4;13;15112;1.9141;309;1500;0;0;0;0;0;0;0
8.5;13;15112;1.9141;219;1500;0;0;0;0;0;0;0
8.6;13;15112;1.9141;173;1500;0;0;0;0;0;0;0
8.7;13;15112;1.9141;137;1500;0;0;0;0;0;0;0
8.8;13;15112;1.9141;109;1500;0;0;0;0;0;0;0
8.9;13;15112;1.9141;86;1500;0;0;0;0;0;0;0
9;13;15112;1.9141;68;1500;0;0;0;0;0;0;0
9.1;13;15112;1.9141;47;1500;0;0;0;0;0;0;0
9.2;13;15112;1.9141;33;1500;0;0;0;0;0;0;0
9.3;13;15112;1.9141;23;1500;0;0;0;0;0;0;0
9.4;13;15112;1.9141;16;1500;0;0;0;0;0;0;0
9.5;13;15112;1.9141;11;1500;0;0;0;0;0;0;0
9.6;13;15112;1.9141;5;1500;0;0;0;0;0;0;0
9.7;13;15112;1.9141;2;1500;0;0;0;0;0;0;0
9.8;13;15112;1.9141;1;1500;0;0;0;0;0;0;0
9.9;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.1;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.2;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.3;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.4;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.5;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.6;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.7;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.8;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
10.9;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.1;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.2;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.3;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.4;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.5;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.6;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.7;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.8;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
11.9;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.1;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.2;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.3;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.4;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.5;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.6;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.7;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.8;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
12.9;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.1;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.2;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.3;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.4;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.5;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.6;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.7;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.8;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
13.9;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
14;13;15112;1.9141;0;1500;0;0;0;0;0;0;0
