SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-1;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.9;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.8;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.7;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.6;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.5;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.4;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.3;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.2;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
-0.1;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.1;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.2;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.3;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.4;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.5;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.6;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.7;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.8;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
0.9;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.1;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.2;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.3;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.4;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.5;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.6;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.7;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.8;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
1.9;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.1;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.2;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.3;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.4;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.5;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.6;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.7;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.8;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
2.9;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
3;8;9224;1.1758;1500;1500;0;0;0;0;0;0;0
3.1;8;9224;1.1758;1464;1500;0;0;0;0;0;0;0
3.2;8;9224;1.1758;1429;1500;0;0;0;0;0;0;0
3.3;8;9224;1.1758;1394;1500;0;0;0;0;0;0;0
3.4;8;9224;1.1758;1361;1500;0;0;0;0;0;0;0
3.5;8;9224;1.1758;1328;1500;0;0;0;0;0;0;0
3.6;8;9224;1.1758;973;1500;0;0;0;0;0;0;0
3.7;8;9224;1.1758;713;1500;0;0;0;0;0;0;0
3.8;8;9224;1.1758;522;1500;0;0;0;0;0;0;0
3.9;8;9224;1.1758;382;1500;0;0;0;0;0;0;0
4;8;9224;1.1758;280;1500;0;0;0;0;0;0;0
4.1;8;9224;1.1758;190;1500;0;0;0;0;0;0;0
4.2;8;9224;1.1758;129;1500;0;0;0;0;0;0;0
4.3;8;9224;1.1758;87;1500;0;0;0;0;0;0;0
4.4;8;9224;1.1758;59;1500;0;0;0;0;0;0;0
4.5;8;9224;1.1758;40;1500;0;0;0;0;0;0;0
4.6;8;9224;1.1758;20;1500;0;0;0;0;0;0;0
4.7;8;9224;1.1758;10;1500;0;0;0;0;0;0;0
4.8;8;9224;1.1758;5;1500;0;0;0;0;0;0;0
4.9;8;9224;1.1758;2;1500;0;0;0;0;0;0;0
5;8;9224;1.1758;1;1500;0;0;0;0;0;0;0
