SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
10;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.1;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.2;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.3;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.4;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.5;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.6;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.7;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.8;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
10.9;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.1;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.2;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.3;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.4;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.5;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.6;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.7;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.8;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
11.9;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
12;19;24072;3.0293;1500;1500;0;0;0;0;0;0;0
12.1;19;24072;3.0293;1499;1500;0;0;0;0;0;0;0
12.2;19;24072;3.0293;1499;1500;0;0;0;0;0;0;0
12.3;19;24072;3.0293;1498;1500;0;0;0;0;0;0;0
12.4;19;24072;3.0293;1497;1500;0;0;0;0;0;0;0
12.5;19;24072;3.0293;1497;1500;0;0;0;0;0;0;0
12.6;19;24072;3.0293;1389;1500;0;0;0;0;0;0;0
12.7;19;24072;3.0293;1290;1500;0;0;0;0;0;0;0
12.8;19;24072;3.0293;1197;1500;0;0;0;0;0;0;0
12.9;19;24072;3.0293;1111;1500;0;0;0;0;0;0;0
13;19;24072;3.0293;1032;1500;0;0;0;0;0;0;0
13.1;19;24072;3.0293;746;1500;0;0;0;0;0;0;0
13.2;19;24072;3.0293;539;1500;0;0;0;0;0;0;0
13.3;19;24072;3.0293;390;1500;0;0;0;0;0;0;0
13.4;19;24072;3.0293;282;1500;0;0;0;0;0;0;0
13.5;19;24072;3.0293;204;1500;0;0;0;0;0;0;0
13.6;19;24072;3.0293;166;1500;0;0;0;0;0;0;0
13.7;19;24072;3.0293;135;1500;0;0;0;0;0;0;0
13.8;19;24072;3.0293;110;1500;0;0;0;0;0;0;0
13.9;19;24072;3.0293;89;1500;0;0;0;0;0;0;0
14;19;24072;3.0293;73;1500;0;0;0;0;0;0;0
14.1;19;24072;3.0293;54;1500;0;0;0;0;0;0;0
14.2;19;24072;3.0293;41;1500;0;0;0;0;0;0;0
14.3;19;24072;3.0293;30;1500;0;0;0;0;0;0;0
14.4;19;24072;3.0293;23;1500;0;0;0;0;0;0;0
14.5;19;24072;3.0293;17;1500;0;0;0;0;0;0;0
14.6;19;24072;3.0293;9;1500;0;0;0;0;0;0;0
14.7;19;24072;3.0293;5;1500;0;0;0;0;0;0;0
14.8;19;24072;3.0293;3;1500;0;0;0;0;0;0;0
14.9;19;24072;3.0293;2;1500;0;0;0;0;0;0;0
15;19;24072;3.0293;1;1500;0;0;0;0;0;0;0
15.1;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.2;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.3;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.4;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.5;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.6;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.7;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.8;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
15.9;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.1;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.2;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.3;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.4;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.5;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.6;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.7;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.8;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
16.9;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
17;19;24072;3.0293;0;1500;0;0;0;0;0;0;0
