SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
-1;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.9;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.8;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.7;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.6;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.5;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.4;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.3;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.2;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
-0.1;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.1;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.2;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.3;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.4;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.5;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.6;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.7;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.8;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
0.9;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.1;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.2;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.3;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.4;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.5;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.6;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.7;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.8;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
1.9;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
2;7;8912;1.0273;1500;1500;0;0;0;0;0;0;0
2.1;7;8912;1.0273;1492;1500;0;0;0;0;0;0;0
2.2;7;8912;1.0273;1484;1500;0;0;0;0;0;0;0
2.3;7;8912;1.0273;1477;1500;0;0;0;0;0;0;0
2.4;7;8912;1.0273;1469;1500;0;0;0;0;0;0;0
2.5;7;8912;1.0273;1462;1500;0;0;0;0;0;0;0
2.6;7;8912;1.0273;1159;1500;0;0;0;0;0;0;0
2.7;7;8912;1.0273;919;1500;0;0;0;0;0;0;0
2.8;7;8912;1.0273;729;1500;0;0;0;0;0;0;0
2.9;7;8912;1.0273;578;1500;0;0;0;0;0;0;0
3;7;8912;1.0273;458;1500;0;0;0;0;0;0;0
3.1;7;8912;1.0273;319;1500;0;0;0;0;0;0;0
3.2;7;8912;1.0273;222;1500;0;0;0;0;0;0;0
3.3;7;8912;1.0273;155;1500;0;0;0;0;0;0;0
3.4;7;8912;1.0273;108;1500;0;0;0;0;0;0;0
3.5;7;8912;1.0273;75;1500;0;0;0;0;0;0;0
3.6;7;8912;1.0273;48;1500;0;0;0;0;0;0;0
3.7;7;8912;1.0273;30;1500;0;0;0;0;0;0;0
3.8;7;8912;1.0273;19;1500;0;0;0;0;0;0;0
3.9;7;8912;1.0273;12;1500;0;0;0;0;0;0;0
4;7;8912;1.0273;8;1500;0;0;0;0;0;0;0
4.1;7;8912;1.0273;4;1500;0;0;0;0;0;0;0
4.2;7;8912;1.0273;2;1500;0;0;0;0;0;0;0
4.3;7;8912;1.0273;1;1500;0;0;0;0;0;0;0
4.4;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
4.5;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
4.6;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
4.7;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
4.8;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
4.9;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
5;7;8912;1.0273;0;1500;0;0;0;0;0;0;0
