SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
7;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.1;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.2;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.3;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.4;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.5;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.6;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.7;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.8;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
7.9;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.1;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.2;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.3;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.4;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.5;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.6;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.7;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.8;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
8.9;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.1;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.2;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.3;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.4;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.5;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.6;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.7;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.8;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
9.9;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
10;16;20496;2.5703;1500;1500;0;0;0;0;0;0;0
10.1;16;20496;2.5703;1424;1500;0;0;0;0;0;0;0
10.2;16;20496;2.5703;1352;1500;0;0;0;0;0;0;0
10.3;16;20496;2.5703;1283;1500;0;0;0;0;0;0;0
10.4;16;20496;2.5703;1218;1500;0;0;0;0;0;0;0
10.5;16;20496;2.5703;1157;1500;0;0;0;0;0;0;0
10.6;16;20496;2.5703;775;1500;0;0;0;0;0;0;0
10.7;16;20496;2.5703;519;1500;0;0;0;0;0;0;0
10.8;16;20496;2.5703;348;1500;0;0;0;0;0;0;0
10.9;16;20496;2.5703;233;1500;0;0;0;0;0;0;0
11;16;20496;2.5703;156;1500;0;0;0;0;0;0;0
11.1;16;20496;2.5703;132;1500;0;0;0;0;0;0;0
11.2;16;20496;2.5703;111;1500;0;0;0;0;0;0;0
11.3;16;20496;2.5703;94;1500;0;0;0;0;0;0;0
11.4;16;20496;2.5703;79;1500;0;0;0;0;0;0;0
11.5;16;20496;2.5703;67;1500;0;0;0;0;0;0;0
11.6;16;20496;2.5703;44;1500;0;0;0;0;0;0;0
11.7;16;20496;2.5703;29;1500;0;0;0;0;0;0;0
11.8;16;20496;2.5703;19;1500;0;0;0;0;0;0;0
11.9;16;20496;2.5703;12;1500;0;0;0;0;0;0;0
12;16;20496;2.5703;8;1500;0;0;0;0;0;0;0
12.1;16;20496;2.5703;4;1500;0;0;0;0;0;0;0
12.2;16;20496;2.5703;2;1500;0;0;0;0;0;0;0
12.3;16;20496;2.5703;1;1500;0;0;0;0;0;0;0
12.4;16;20496;2.5703;1;1500;0;0;0;0;0;0;0
12.5;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
12.6;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
12.7;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
12.8;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
12.9;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.1;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.2;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.3;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.4;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.5;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.6;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.7;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.8;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
13.9;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
14;16;20496;2.5703;0;1500;0;0;0;0;0;0;0
