SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.1;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.2;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.6;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.7;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.8;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
3.9;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.1;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.2;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.6;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.7;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.8;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
4.9;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5.1;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5.2;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5.3;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5.4;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5.5;11;11784;1.4766;1500;1500;0;0;0;0;0;0;0
5.6;11;11784;1.4766;1494;1500;0;0;0;0;0;0;0
5.7;11;11784;1.4766;1489;1500;0;0;0;0;0;0;0
5.8;11;11784;1.4766;1483;1500;0;0;0;0;0;0;0
5.9;11;11784;1.4766;1477;1500;0;0;0;0;0;0;0
6;11;11784;1.4766;1472;1500;0;0;0;0;0;0;0
6.1;11;11784;1.4766;1367;1500;0;0;0;0;0;0;0
6.2;11;11784;1.4766;1269;1500;0;0;0;0;0;0;0
6.3;11;11784;1.4766;1179;1500;0;0;0;0;0;0;0
6.4;11;11784;1.4766;1095;1500;0;0;0;0;0;0;0
6.5;11;11784;1.4766;1016;1500;0;0;0;0;0;0;0
6.6;11;11784;1.4766;762;1500;0;0;0;0;0;0;0
6.7;11;11784;1.4766;571;1500;0;0;0;0;0;0;0
6.8;11;11784;1.4766;428;1500;0;0;0;0;0;0;0
6.9;11;11784;1.4766;320;1500;0;0;0;0;0;0;0
7;11;11784;1.4766;240;1500;0;0;0;0;0;0;0
7.1;11;11784;1.4766;169;1500;0;0;0;0;0;0;0
7.2;11;11784;1.4766;119;1500;0;0;0;0;0;0;0
7.3;11;11784;1.4766;83;1500;0;0;0;0;0;0;0
7.4;11;11784;1.4766;59;1500;0;0;0;0;0;0;0
7.5;11;11784;1.4766;41;1500;0;0;0;0;0;0;0
7.6;11;11784;1.4766;24;1500;0;0;0;0;0;0;0
7.7;11;11784;1.4766;14;1500;0;0;0;0;0;0;0
7.8;11;11784;1.4766;8;1500;0;0;0;0;0;0;0
7.9;11;11784;1.4766;5;1500;0;0;0;0;0;0;0
8;11;11784;1.4766;3;1500;0;0;0;0;0;0;0
