SNR;MCS;TBS;rate;err0;trials0;err1;trials1;err2;trials2;err3;trials3;dci_err
14;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.1;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.2;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.3;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.4;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.5;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.6;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.7;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.8;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
14.9;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
15;22;31240;3.9023;1500;1500;0;0;0;0;0;0;0
15.1;22;31240;3.9023;1421;1500;0;0;0;0;0;0;0
15.2;22;31240;3.9023;1347;1500;0;0;0;0;0;0;0
15.3;22;31240;3.9023;1276;1500;0;0;0;0;0;0;0
15.4;22;31240;3.9023;1209;1500;0;0;0;0;0;0;0
15.5;22;31240;3.9023;1146;1500;0;0;0;0;0;0;0
15.6;22;31240;3.9023;807;1500;0;0;0;0;0;0;0
15.7;22;31240;3.9023;569;1500;0;0;0;0;0;0;0
15.8;22;31240;3.9023;400;1500;0;0;0;0;0;0;0
15.9;22;31240;3.9023;282;1500;0;0;0;0;0;0;0
16;22;31240;3.9023;199;1500;0;0;0;0;0;0;0
16.1;22;31240;3.9023;165;1500;0;0;0;0;0;0;0
16.2;22;31240;3.9023;137;1500;0;0;0;0;0;0;0
16.3;22;31240;3.9023;114;1500;0;0;0;0;0;0;0
16.4;22;31240;3.9023;94;1500;0;0;0;0;0;0;0
16.5;22;31240;3.9023;78;1500;0;0;0;0;0;0;0
16.6;22;31240;3.9023;74;1500;0;0;0;0;0;0;0
16.7;22;31240;3.9023;69;1500;0;0;0;0;0;0;0
16.8;22;31240;3.9023;65;1500;0;0;0;0;0;0;0
16.9;22;31240;3.9023;61;1500;0;0;0;0;0;0;0
17;22;31240;3.9023;58;1500;0;0;0;0;0;0;0
17.1;22;31240;3.9023;36;1500;0;0;0;0;0;0;0
17.2;22;31240;3.9023;23;1500;0;0;0;0;0;0;0
17.3;22;31240;3.9023;15;1500;0;0;0;0;0;0;0
17.4;22;31240;3.9023;9;1500;0;0;0;0;0;0;0
17.5;22;31240;3.9023;6;1500;0;0;0;0;0;0;0
17.6;22;31240;3.9023;3;1500;0;0;0;0;0;0;0
17.7;22;31240;3.9023;1;1500;0;0;0;0;0;0;0
17.8;22;31240;3.9023;1;1500;0;0;0;0;0;0;0
17.9;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.1;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.2;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.3;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.4;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.5;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.6;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.7;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.8;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
18.9;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
19;22;31240;3.9023;0;1500;0;0;0;0;0;0;0
